p, res
177.800000, 1.#INF00
177.810000, 1.#INF00
177.820000, 1.#INF00
177.830000, 1.#INF00
177.840000, 1.#INF00
177.850000, 1.#INF00
177.860000, 1.#INF00
177.870000, 1.#INF00
177.880000, 1.#INF00
177.890000, 1.#INF00
177.900000, 1.#INF00
177.910000, 1.#INF00
177.920000, 1.#INF00
177.930000, 1.#INF00
177.940000, 1.#INF00
177.950000, 1.#INF00
177.960000, 1.#INF00
177.970000, 1.#INF00
177.980000, 1.#INF00
177.990000, 1.#INF00
178.000000, 1.#INF00
178.010000, 1.#INF00
178.020000, 1.#INF00
178.030000, 1.#INF00
178.040000, 1.#INF00
178.050000, 1.#INF00
178.060000, 1.#INF00
178.070000, 1.#INF00
178.080000, 1.#INF00
178.090000, 1.#INF00
178.100000, 1.#INF00
178.110000, 1.#INF00
178.120000, 1.#INF00
178.130000, 1.#INF00
178.140000, 1.#INF00
178.150000, 1.#INF00
178.160000, 1.#INF00
178.170000, 1.#INF00
178.180000, 1.#INF00
178.190000, 1.#INF00
178.200000, 1.#INF00
178.210000, 1.#INF00
178.220000, 1.#INF00
178.230000, 1.#INF00
178.240000, 1.#INF00
178.250000, 1.#INF00
178.260000, 1.#INF00
178.270000, 1.#INF00
178.280000, 1.#INF00
178.290000, 1.#INF00
178.300000, 1.#INF00
178.310000, 1.#INF00
178.320000, 1.#INF00
178.330000, 1.#INF00
178.340000, 1.#INF00
178.350000, 1.#INF00
178.360000, 1.#INF00
178.370000, 1.#INF00
178.380000, 1.#INF00
178.390000, 1.#INF00
178.400000, 1.#INF00
178.410000, 1.#INF00
178.420000, 1.#INF00
178.430000, 1.#INF00
178.440000, 1.#INF00
178.450000, 1.#INF00
178.460000, 1.#INF00
178.470000, 1.#INF00
178.480000, 1.#INF00
178.490000, 1.#INF00
178.500000, 1.#INF00
178.510000, 1.#INF00
178.520000, 1.#INF00
178.530000, 1.#INF00
178.540000, 1.#INF00
178.550000, 1.#INF00
178.560000, 1.#INF00
178.570000, 1.#INF00
178.580000, 1.#INF00
178.590000, 1.#INF00
178.600000, 1.#INF00
178.610000, 1.#INF00
178.620000, 1.#INF00
178.630000, 1.#INF00
178.640000, 1.#INF00
178.650000, 1.#INF00
178.660000, 1.#INF00
178.670000, 1.#INF00
178.680000, 1.#INF00
178.690000, 1.#INF00
178.700000, 1.#INF00
178.710000, 1.#INF00
178.720000, 1.#INF00
178.730000, 1.#INF00
178.740000, 1.#INF00
178.750000, 1.#INF00
178.760000, 1.#INF00
178.770000, 1.#INF00
178.780000, 1.#INF00
178.790000, 1.#INF00
178.800000, 1.#INF00
178.810000, 1.#INF00
178.820000, 1.#INF00
178.830000, 1.#INF00
178.840000, 1.#INF00
178.850000, 1.#INF00
178.860000, 1.#INF00
178.870000, 1.#INF00
178.880000, 1.#INF00
178.890000, 1.#INF00
178.900000, 1.#INF00
178.910000, 1.#INF00
178.920000, 1.#INF00
178.930000, 1.#INF00
178.940000, 1.#INF00
178.950000, 1.#INF00
178.960000, 1.#INF00
178.970000, 1.#INF00
178.980000, 1.#INF00
178.990000, 1.#INF00
179.000000, 1.#INF00
179.010000, 1.#INF00
179.020000, 1.#INF00
179.030000, 1.#INF00
179.040000, 1.#INF00
179.050000, 1.#INF00
179.060000, 1.#INF00
179.070000, 1.#INF00
179.080000, 1.#INF00
179.090000, 1.#INF00
179.100000, 1.#INF00
179.110000, 1.#INF00
179.120000, 1.#INF00
179.130000, 1.#INF00
179.140000, 1.#INF00
179.150000, 1.#INF00
179.160000, 1.#INF00
179.170000, 1.#INF00
179.180000, 1.#INF00
179.190000, 1.#INF00
179.200000, 1.#INF00
179.210000, 1.#INF00
179.220000, 1.#INF00
179.230000, 1.#INF00
179.240000, 1.#INF00
179.250000, 1.#INF00
179.260000, 1.#INF00
179.270000, 1.#INF00
179.280000, 1.#INF00
179.290000, 1.#INF00
179.300000, 1.#INF00
179.310000, 1.#INF00
179.320000, 1.#INF00
179.330000, 1.#INF00
179.340000, 1.#INF00
179.350000, 1.#INF00
179.360000, 1.#INF00
179.370000, 1.#INF00
179.380000, 1.#INF00
179.390000, 1.#INF00
179.400000, 1.#INF00
179.410000, 1.#INF00
179.420000, 1.#INF00
179.430000, 1.#INF00
179.440000, 1.#INF00
179.450000, 1.#INF00
179.460000, 1.#INF00
179.470000, 1.#INF00
179.480000, 1.#INF00
179.490000, 1.#INF00
179.500000, 1.#INF00
179.510000, 1.#INF00
179.520000, 1.#INF00
179.530000, 1.#INF00
179.540000, 1.#INF00
179.550000, 1.#INF00
179.560000, 1.#INF00
179.570000, 1.#INF00
179.580000, 1.#INF00
179.590000, 1.#INF00
179.600000, 1.#INF00
179.610000, 1.#INF00
179.620000, 1.#INF00
179.630000, 1.#INF00
179.640000, 1.#INF00
179.650000, 1.#INF00
179.660000, 1.#INF00
179.670000, 1.#INF00
179.680000, 1.#INF00
179.690000, 1.#INF00
179.700000, 1.#INF00
179.710000, 1.#INF00
179.720000, 1.#INF00
179.730000, 1.#INF00
179.740000, 1.#INF00
179.750000, 1.#INF00
179.760000, 1.#INF00
179.770000, 1.#INF00
179.780000, 1.#INF00
179.790000, 1.#INF00
179.800000, 1.#INF00
179.810000, 1.#INF00
179.820000, 1.#INF00
179.830000, 1.#INF00
179.840000, 1.#INF00
179.850000, 1.#INF00
179.860000, 1.#INF00
179.870000, 1.#INF00
179.880000, 1.#INF00
179.890000, 1.#INF00
179.900000, 1.#INF00
179.910000, 1.#INF00
179.920000, 1.#INF00
179.930000, 1.#INF00
179.940000, 1.#INF00
179.950000, 1.#INF00
179.960000, 1.#INF00
179.970000, 1.#INF00
179.980000, 1.#INF00
179.990000, 1.#INF00
180.000000, 1.#INF00
180.010000, 1.#INF00
180.020000, 1.#INF00
180.030000, 1.#INF00
180.040000, 1.#INF00
180.050000, 1.#INF00
180.060000, 1.#INF00
180.070000, 1.#INF00
180.080000, 1.#INF00
180.090000, 1.#INF00
180.100000, 1.#INF00
180.110000, 1.#INF00
180.120000, 1.#INF00
180.130000, 1.#INF00
180.140000, 1.#INF00
180.150000, 1.#INF00
180.160000, 1.#INF00
180.170000, 1.#INF00
180.180000, 1.#INF00
180.190000, 1.#INF00
180.200000, 1.#INF00
180.210000, 1.#INF00
180.220000, 1.#INF00
180.230000, 1.#INF00
180.240000, 1.#INF00
180.250000, 1.#INF00
180.260000, 1.#INF00
180.270000, 1.#INF00
180.280000, 1.#INF00
180.290000, 1.#INF00
180.300000, 1.#INF00
180.310000, 1.#INF00
180.320000, 1.#INF00
180.330000, 1.#INF00
180.340000, 1.#INF00
180.350000, 1.#INF00
180.360000, 1.#INF00
180.370000, 1.#INF00
180.380000, 1.#INF00
180.390000, 1.#INF00
180.400000, 1.#INF00
180.410000, 1.#INF00
180.420000, 1.#INF00
180.430000, 1.#INF00
180.440000, 1.#INF00
180.450000, 1.#INF00
180.460000, 1.#INF00
180.470000, 1.#INF00
180.480000, 1.#INF00
180.490000, 1.#INF00
180.500000, 1.#INF00
180.510000, 1.#INF00
180.520000, 1.#INF00
180.530000, 1.#INF00
180.540000, 1.#INF00
180.550000, 1.#INF00
180.560000, 1.#INF00
180.570000, 1.#INF00
180.580000, 1.#INF00
180.590000, 1.#INF00
180.600000, 1.#INF00
180.610000, 1.#INF00
180.620000, 1.#INF00
180.630000, 1.#INF00
180.640000, 1.#INF00
180.650000, 1.#INF00
180.660000, 1.#INF00
180.670000, 1.#INF00
180.680000, 1.#INF00
180.690000, 1.#INF00
180.700000, 1.#INF00
180.710000, 1.#INF00
180.720000, 1.#INF00
180.730000, 1.#INF00
180.740000, 1.#INF00
180.750000, 1.#INF00
180.760000, 1.#INF00
180.770000, 1.#INF00
180.780000, 1.#INF00
180.790000, 1.#INF00
180.800000, 1.#INF00
180.810000, 1.#INF00
180.820000, 1.#INF00
180.830000, 1.#INF00
180.840000, 1.#INF00
180.850000, 1.#INF00
180.860000, 1.#INF00
180.870000, 1.#INF00
180.880000, 1.#INF00
180.890000, 1.#INF00
180.900000, 1.#INF00
180.910000, 1.#INF00
180.920000, 1.#INF00
180.930000, 1.#INF00
180.940000, 1.#INF00
180.950000, 1.#INF00
180.960000, 1.#INF00
180.970000, 1.#INF00
180.980000, 1.#INF00
180.990000, 1.#INF00
181.000000, 1.#INF00
181.010000, 1.#INF00
181.020000, 1.#INF00
181.030000, 1.#INF00
181.040000, 1.#INF00
181.050000, 1.#INF00
181.060000, 1.#INF00
181.070000, 1.#INF00
181.080000, 1.#INF00
181.090000, 1.#INF00
181.100000, 1.#INF00
181.110000, 1.#INF00
181.120000, 1.#INF00
181.130000, 1.#INF00
181.140000, 1.#INF00
181.150000, 1.#INF00
181.160000, 1.#INF00
181.170000, 1.#INF00
181.180000, 1.#INF00
181.190000, 1.#INF00
181.200000, 1.#INF00
181.210000, 1.#INF00
181.220000, 1.#INF00
181.230000, 1.#INF00
181.240000, 1.#INF00
181.250000, 1.#INF00
181.260000, 1.#INF00
181.270000, 1.#INF00
181.280000, 1.#INF00
181.290000, 1.#INF00
181.300000, 1.#INF00
181.310000, 1.#INF00
181.320000, 1.#INF00
181.330000, 1.#INF00
181.340000, 1.#INF00
181.350000, 1.#INF00
181.360000, 1.#INF00
181.370000, 1.#INF00
181.380000, 1.#INF00
181.390000, 1.#INF00
181.400000, 1.#INF00
181.410000, 1.#INF00
181.420000, 1.#INF00
181.430000, 1.#INF00
181.440000, 1.#INF00
181.450000, 1.#INF00
181.460000, 1.#INF00
181.470000, 1.#INF00
181.480000, 1.#INF00
181.490000, 1.#INF00
181.500000, 1.#INF00
181.510000, 1.#INF00
181.520000, 1.#INF00
181.530000, 1.#INF00
181.540000, 1.#INF00
181.550000, 1.#INF00
181.560000, 1.#INF00
181.570000, 1.#INF00
181.580000, 1.#INF00
181.590000, 1.#INF00
181.600000, 1.#INF00
181.610000, 1.#INF00
181.620000, 1.#INF00
181.630000, 1.#INF00
181.640000, 1.#INF00
181.650000, 1.#INF00
181.660000, 1.#INF00
181.670000, 1.#INF00
181.680000, 1.#INF00
181.690000, 1.#INF00
181.700000, 1.#INF00
181.710000, 1.#INF00
181.720000, 1.#INF00
181.730000, 1.#INF00
181.740000, 1.#INF00
181.750000, 1.#INF00
181.760000, 1.#INF00
181.770000, 1.#INF00
181.780000, 1.#INF00
181.790000, 1.#INF00
181.800000, 1.#INF00
181.810000, 1.#INF00
181.820000, 1.#INF00
181.830000, 1.#INF00
181.840000, 1.#INF00
181.850000, 1.#INF00
181.860000, 1.#INF00
181.870000, 1.#INF00
181.880000, 1.#INF00
181.890000, 1.#INF00
181.900000, 1.#INF00
181.910000, 1.#INF00
181.920000, 1.#INF00
181.930000, 1.#INF00
181.940000, 1.#INF00
181.950000, 1.#INF00
181.960000, 1.#INF00
181.970000, 1.#INF00
181.980000, 1.#INF00
181.990000, 1.#INF00
182.000000, 1.#INF00
182.010000, 1.#INF00
182.020000, 1.#INF00
182.030000, 1.#INF00
182.040000, 1.#INF00
182.050000, 1.#INF00
182.060000, 1.#INF00
182.070000, 1.#INF00
182.080000, 1.#INF00
182.090000, 1.#INF00
182.100000, 1.#INF00
182.110000, 1.#INF00
182.120000, 1.#INF00
182.130000, 1.#INF00
182.140000, 1.#INF00
182.150000, 1.#INF00
182.160000, 1.#INF00
182.170000, 1.#INF00
182.180000, 1.#INF00
182.190000, 1.#INF00
182.200000, 1.#INF00
182.210000, 1.#INF00
182.220000, 1.#INF00
182.230000, 1.#INF00
182.240000, 1.#INF00
182.250000, 1.#INF00
182.260000, 1.#INF00
182.270000, 1.#INF00
182.280000, 1.#INF00
182.290000, 1.#INF00
182.300000, 1.#INF00
182.310000, 1.#INF00
182.320000, 1.#INF00
182.330000, 1.#INF00
182.340000, 1.#INF00
182.350000, 1.#INF00
182.360000, 1.#INF00
182.370000, 1.#INF00
182.380000, 1.#INF00
182.390000, 1.#INF00
182.400000, 1.#INF00
182.410000, 1.#INF00
182.420000, 1.#INF00
182.430000, 1.#INF00
182.440000, 1.#INF00
182.450000, 1.#INF00
182.460000, 1.#INF00
182.470000, 1.#INF00
182.480000, 1.#INF00
182.490000, 1.#INF00
182.500000, 1.#INF00
182.510000, 1.#INF00
182.520000, 1.#INF00
182.530000, 1.#INF00
182.540000, 1.#INF00
182.550000, 1.#INF00
182.560000, 1.#INF00
182.570000, 1.#INF00
182.580000, 1.#INF00
182.590000, 1.#INF00
182.600000, 1.#INF00
182.610000, 1.#INF00
182.620000, 1.#INF00
182.630000, 1.#INF00
182.640000, 1.#INF00
182.650000, 1.#INF00
182.660000, 1.#INF00
182.670000, 1.#INF00
182.680000, 1.#INF00
182.690000, 1.#INF00
182.700000, 1.#INF00
182.710000, 1.#INF00
182.720000, 1.#INF00
182.730000, 1.#INF00
182.740000, 1.#INF00
182.750000, 1.#INF00
182.760000, 1.#INF00
182.770000, 1.#INF00
182.780000, 1.#INF00
182.790000, 1.#INF00
182.800000, 1.#INF00
182.810000, 1.#INF00
182.820000, 1.#INF00
182.830000, 1.#INF00
182.840000, 1.#INF00
182.850000, 1.#INF00
182.860000, 1.#INF00
182.870000, 1.#INF00
182.880000, 1.#INF00
182.890000, 1.#INF00
182.900000, 1.#INF00
182.910000, 1.#INF00
182.920000, 1.#INF00
182.930000, 1.#INF00
182.940000, 1.#INF00
182.950000, 1.#INF00
182.960000, 1.#INF00
182.970000, 1.#INF00
182.980000, 1.#INF00
182.990000, 1.#INF00
183.000000, 1.#INF00
183.010000, 1.#INF00
183.020000, 1.#INF00
183.030000, 1.#INF00
183.040000, 1.#INF00
183.050000, 1.#INF00
183.060000, 1.#INF00
183.070000, 1.#INF00
183.080000, 1.#INF00
183.090000, 1.#INF00
183.100000, 1.#INF00
183.110000, 1.#INF00
183.120000, 1.#INF00
183.130000, 1.#INF00
183.140000, 1.#INF00
183.150000, 1.#INF00
183.160000, 1.#INF00
183.170000, 1.#INF00
183.180000, 1.#INF00
183.190000, 1.#INF00
183.200000, 1.#INF00
183.210000, 1.#INF00
183.220000, 1.#INF00
183.230000, 1.#INF00
183.240000, 1.#INF00
183.250000, 1.#INF00
183.260000, 1.#INF00
183.270000, 1.#INF00
183.280000, 1.#INF00
183.290000, 1.#INF00
183.300000, 1.#INF00
183.310000, 1.#INF00
183.320000, 1.#INF00
183.330000, 1.#INF00
183.340000, 1.#INF00
183.350000, 1.#INF00
183.360000, 1.#INF00
183.370000, 1.#INF00
183.380000, 1.#INF00
183.390000, 1.#INF00
183.400000, 1.#INF00
183.410000, 1.#INF00
183.420000, 1.#INF00
183.430000, 1.#INF00
183.440000, 1.#INF00
183.450000, 1.#INF00
183.460000, 1.#INF00
183.470000, 1.#INF00
183.480000, 1.#INF00
183.490000, 1.#INF00
183.500000, 1.#INF00
183.510000, 1.#INF00
183.520000, 1.#INF00
183.530000, 1.#INF00
183.540000, 1.#INF00
183.550000, 1.#INF00
183.560000, 1.#INF00
183.570000, 1.#INF00
183.580000, 1.#INF00
183.590000, 1.#INF00
183.600000, 1.#INF00
183.610000, 1.#INF00
183.620000, 1.#INF00
183.630000, 1.#INF00
183.640000, 1.#INF00
183.650000, 1.#INF00
183.660000, 1.#INF00
183.670000, 1.#INF00
183.680000, 1.#INF00
183.690000, 1.#INF00
183.700000, 1.#INF00
183.710000, 1.#INF00
183.720000, 1.#INF00
183.730000, 1.#INF00
183.740000, 1.#INF00
183.750000, 1.#INF00
183.760000, 1.#INF00
183.770000, 1.#INF00
183.780000, 1.#INF00
183.790000, 1.#INF00
183.800000, 1.#INF00
183.810000, 1.#INF00
183.820000, 1.#INF00
183.830000, 1.#INF00
183.840000, 1.#INF00
183.850000, 1.#INF00
183.860000, 1.#INF00
183.870000, 1.#INF00
183.880000, 1.#INF00
183.890000, 1.#INF00
183.900000, 1.#INF00
183.910000, 1.#INF00
183.920000, 1.#INF00
183.930000, 1.#INF00
183.940000, 1.#INF00
183.950000, 1.#INF00
183.960000, 1.#INF00
183.970000, 1.#INF00
183.980000, 1.#INF00
183.990000, 1.#INF00
184.000000, 1.#INF00
184.010000, 1.#INF00
184.020000, 1.#INF00
184.030000, 1.#INF00
184.040000, 1.#INF00
184.050000, 1.#INF00
184.060000, 1.#INF00
184.070000, 1.#INF00
184.080000, 1.#INF00
184.090000, 1.#INF00
184.100000, 1.#INF00
184.110000, 1.#INF00
184.120000, 1.#INF00
184.130000, 1.#INF00
184.140000, 1.#INF00
184.150000, 1.#INF00
184.160000, 1.#INF00
184.170000, 1.#INF00
184.180000, 1.#INF00
184.190000, 1.#INF00
184.200000, 1.#INF00
184.210000, 1.#INF00
184.220000, 1.#INF00
184.230000, 1.#INF00
184.240000, 1.#INF00
184.250000, 1.#INF00
184.260000, 1.#INF00
184.270000, 1.#INF00
184.280000, 1.#INF00
184.290000, 1.#INF00
184.300000, 1.#INF00
184.310000, 1.#INF00
184.320000, 1.#INF00
184.330000, 1.#INF00
184.340000, 1.#INF00
184.350000, 1.#INF00
184.360000, 1.#INF00
184.370000, 1.#INF00
184.380000, 1.#INF00
184.390000, 1.#INF00
184.400000, 1.#INF00
184.410000, 1.#INF00
184.420000, 1.#INF00
184.430000, 1.#INF00
184.440000, 1.#INF00
184.450000, 1.#INF00
184.460000, 1.#INF00
184.470000, 1.#INF00
184.480000, 1.#INF00
184.490000, 1.#INF00
184.500000, 1.#INF00
184.510000, 1.#INF00
184.520000, 1.#INF00
184.530000, 1.#INF00
184.540000, 1.#INF00
184.550000, 1.#INF00
184.560000, 1.#INF00
184.570000, 1.#INF00
184.580000, 1.#INF00
184.590000, 1.#INF00
184.600000, 1.#INF00
184.610000, 1.#INF00
184.620000, 1.#INF00
184.630000, 1.#INF00
184.640000, 1.#INF00
184.650000, 1.#INF00
184.660000, 1.#INF00
184.670000, 1.#INF00
184.680000, 1.#INF00
184.690000, 1.#INF00
184.700000, 1.#INF00
184.710000, 1.#INF00
184.720000, 1.#INF00
184.730000, 1.#INF00
184.740000, 1.#INF00
184.750000, 1.#INF00
184.760000, 1.#INF00
184.770000, 1.#INF00
184.780000, 1.#INF00
184.790000, 1.#INF00
184.800000, 1.#INF00
184.810000, 1.#INF00
184.820000, 1.#INF00
184.830000, 1.#INF00
184.840000, 1.#INF00
184.850000, 1.#INF00
184.860000, 1.#INF00
184.870000, 1.#INF00
184.880000, 1.#INF00
184.890000, 1.#INF00
184.900000, 1.#INF00
184.910000, 1.#INF00
184.920000, 1.#INF00
184.930000, 1.#INF00
184.940000, 1.#INF00
184.950000, 1.#INF00
184.960000, 1.#INF00
184.970000, 1.#INF00
184.980000, 1.#INF00
184.990000, 1.#INF00
185.000000, 1.#INF00
185.010000, 1.#INF00
185.020000, 1.#INF00
185.030000, 1.#INF00
185.040000, 1.#INF00
185.050000, 1.#INF00
185.060000, 1.#INF00
185.070000, 1.#INF00
185.080000, 1.#INF00
185.090000, 1.#INF00
185.100000, 1.#INF00
185.110000, 1.#INF00
185.120000, 1.#INF00
185.130000, 1.#INF00
185.140000, 1.#INF00
185.150000, 1.#INF00
185.160000, 1.#INF00
185.170000, 1.#INF00
185.180000, 1.#INF00
185.190000, 1.#INF00
185.200000, 1.#INF00
185.210000, 1.#INF00
185.220000, 1.#INF00
185.230000, 1.#INF00
185.240000, 1.#INF00
185.250000, 1.#INF00
185.260000, 1.#INF00
185.270000, 1.#INF00
185.280000, 1.#INF00
185.290000, 1.#INF00
185.300000, 1.#INF00
185.310000, 1.#INF00
185.320000, 1.#INF00
185.330000, 1.#INF00
185.340000, 1.#INF00
185.350000, 1.#INF00
185.360000, 1.#INF00
185.370000, 1.#INF00
185.380000, 1.#INF00
185.390000, 1.#INF00
185.400000, 1.#INF00
185.410000, 1.#INF00
185.420000, 1.#INF00
185.430000, 1.#INF00
185.440000, 1.#INF00
185.450000, 1.#INF00
185.460000, 1.#INF00
185.470000, 1.#INF00
185.480000, 1.#INF00
185.490000, 1.#INF00
185.500000, 1.#INF00
185.510000, 1.#INF00
185.520000, 1.#INF00
185.530000, 1.#INF00
185.540000, 1.#INF00
185.550000, 1.#INF00
185.560000, 1.#INF00
185.570000, 1.#INF00
185.580000, 1.#INF00
185.590000, 1.#INF00
185.600000, 1.#INF00
185.610000, 1.#INF00
185.620000, 1.#INF00
185.630000, 1.#INF00
185.640000, 1.#INF00
185.650000, 1.#INF00
185.660000, 1.#INF00
185.670000, 1.#INF00
185.680000, 1.#INF00
185.690000, 1.#INF00
185.700000, 1.#INF00
185.710000, 1.#INF00
185.720000, 1.#INF00
185.730000, 1.#INF00
185.740000, 1.#INF00
185.750000, 1.#INF00
185.760000, 1.#INF00
185.770000, 1.#INF00
185.780000, 1.#INF00
185.790000, 1.#INF00
185.800000, 1.#INF00
185.810000, 1.#INF00
185.820000, 1.#INF00
185.830000, 1.#INF00
185.840000, 1.#INF00
185.850000, 1.#INF00
185.860000, 1.#INF00
185.870000, 1.#INF00
185.880000, 1.#INF00
185.890000, 1.#INF00
185.900000, 1.#INF00
185.910000, 1.#INF00
185.920000, 1.#INF00
185.930000, 1.#INF00
185.940000, 1.#INF00
185.950000, 1.#INF00
185.960000, 1.#INF00
185.970000, 1.#INF00
185.980000, 1.#INF00
185.990000, 1.#INF00
186.000000, 1.#INF00
186.010000, 1.#INF00
186.020000, 1.#INF00
186.030000, 1.#INF00
186.040000, 1.#INF00
186.050000, 1.#INF00
186.060000, 1.#INF00
186.070000, 1.#INF00
186.080000, 1.#INF00
186.090000, 1.#INF00
186.100000, 1.#INF00
186.110000, 1.#INF00
186.120000, 1.#INF00
186.130000, 1.#INF00
186.140000, 1.#INF00
186.150000, 1.#INF00
186.160000, 1.#INF00
186.170000, 1.#INF00
186.180000, 1.#INF00
186.190000, 1.#INF00
186.200000, 1.#INF00
186.210000, 1.#INF00
186.220000, 1.#INF00
186.230000, 1.#INF00
186.240000, 1.#INF00
186.250000, 1.#INF00
186.260000, 1.#INF00
186.270000, 1.#INF00
186.280000, 1.#INF00
186.290000, 1.#INF00
186.300000, 1.#INF00
186.310000, 1.#INF00
186.320000, 1.#INF00
186.330000, 1.#INF00
186.340000, 1.#INF00
186.350000, 1.#INF00
186.360000, 1.#INF00
186.370000, 1.#INF00
186.380000, 1.#INF00
186.390000, 1.#INF00
186.400000, 1.#INF00
186.410000, 1.#INF00
186.420000, 1.#INF00
186.430000, 1.#INF00
186.440000, 1.#INF00
186.450000, 1.#INF00
186.460000, 1.#INF00
186.470000, 1.#INF00
186.480000, 1.#INF00
186.490000, 1.#INF00
186.500000, 1.#INF00
186.510000, 1.#INF00
186.520000, 1.#INF00
186.530000, 1.#INF00
186.540000, 1.#INF00
186.550000, 1.#INF00
186.560000, 1.#INF00
186.570000, 1.#INF00
186.580000, 1.#INF00
186.590000, 1.#INF00
186.600000, 1.#INF00
186.610000, 1.#INF00
186.620000, 1.#INF00
186.630000, 1.#INF00
186.640000, 1.#INF00
186.650000, 1.#INF00
186.660000, 1.#INF00
186.670000, 1.#INF00
186.680000, 1.#INF00
186.690000, 1.#INF00
186.700000, 1.#INF00
186.710000, 1.#INF00
186.720000, 1.#INF00
186.730000, 1.#INF00
186.740000, 1.#INF00
186.750000, 1.#INF00
186.760000, 1.#INF00
186.770000, 1.#INF00
186.780000, 1.#INF00
186.790000, 1.#INF00
186.800000, 1.#INF00
186.810000, 1.#INF00
186.820000, 1.#INF00
186.830000, 1.#INF00
186.840000, 1.#INF00
186.850000, 1.#INF00
186.860000, 1.#INF00
186.870000, 1.#INF00
186.880000, 1.#INF00
186.890000, 1.#INF00
186.900000, 1.#INF00
186.910000, 1.#INF00
186.920000, 1.#INF00
186.930000, 1.#INF00
186.940000, 1.#INF00
186.950000, 1.#INF00
186.960000, 1.#INF00
186.970000, 1.#INF00
186.980000, 1.#INF00
186.990000, 1.#INF00
187.000000, 1.#INF00
187.010000, 1.#INF00
187.020000, 1.#INF00
187.030000, 1.#INF00
187.040000, 1.#INF00
187.050000, 1.#INF00
187.060000, 1.#INF00
187.070000, 1.#INF00
187.080000, 1.#INF00
187.090000, 1.#INF00
187.100000, 1.#INF00
187.110000, 1.#INF00
187.120000, 1.#INF00
187.130000, 1.#INF00
187.140000, 1.#INF00
187.150000, 1.#INF00
187.160000, 1.#INF00
187.170000, 1.#INF00
187.180000, 1.#INF00
187.190000, 1.#INF00
187.200000, 1.#INF00
187.210000, 1.#INF00
187.220000, 1.#INF00
187.230000, 1.#INF00
187.240000, 1.#INF00
187.250000, 1.#INF00
187.260000, 1.#INF00
187.270000, 1.#INF00
187.280000, 1.#INF00
187.290000, 1.#INF00
187.300000, 1.#INF00
187.310000, 1.#INF00
187.320000, 1.#INF00
187.330000, 1.#INF00
187.340000, 1.#INF00
187.350000, 1.#INF00
187.360000, 1.#INF00
187.370000, 1.#INF00
187.380000, 1.#INF00
187.390000, 1.#INF00
187.400000, 1.#INF00
187.410000, 1.#INF00
187.420000, 1.#INF00
187.430000, 1.#INF00
187.440000, 1.#INF00
187.450000, 1.#INF00
187.460000, 1.#INF00
187.470000, 1.#INF00
187.480000, 1.#INF00
187.490000, 1.#INF00
187.500000, 1.#INF00
187.510000, 1.#INF00
187.520000, 1.#INF00
187.530000, 1.#INF00
187.540000, 1.#INF00
187.550000, 1.#INF00
187.560000, 1.#INF00
187.570000, 1.#INF00
187.580000, 1.#INF00
187.590000, 1.#INF00
187.600000, 1.#INF00
187.610000, 1.#INF00
187.620000, 1.#INF00
187.630000, 1.#INF00
187.640000, 1.#INF00
187.650000, 1.#INF00
187.660000, 1.#INF00
187.670000, 1.#INF00
187.680000, 1.#INF00
187.690000, 1.#INF00
187.700000, 1.#INF00
187.710000, 1.#INF00
187.720000, 1.#INF00
187.730000, 1.#INF00
187.740000, 1.#INF00
187.750000, 1.#INF00
187.760000, 1.#INF00
187.770000, 1.#INF00
187.780000, 1.#INF00
187.790000, 1.#INF00
187.800000, 1.#INF00
187.810000, 1.#INF00
187.820000, 1.#INF00
187.830000, 1.#INF00
187.840000, 1.#INF00
187.850000, 1.#INF00
187.860000, 1.#INF00
187.870000, 1.#INF00
187.880000, 1.#INF00
187.890000, 1.#INF00
187.900000, 1.#INF00
187.910000, 1.#INF00
187.920000, 1.#INF00
187.930000, 1.#INF00
187.940000, 1.#INF00
187.950000, 1.#INF00
187.960000, 1.#INF00
187.970000, 1.#INF00
187.980000, 1.#INF00
187.990000, 1.#INF00
188.000000, 1.#INF00
188.010000, 1.#INF00
188.020000, 1.#INF00
188.030000, 1.#INF00
188.040000, 1.#INF00
188.050000, 1.#INF00
188.060000, 1.#INF00
188.070000, 1.#INF00
188.080000, 1.#INF00
188.090000, 1.#INF00
188.100000, 1.#INF00
188.110000, 1.#INF00
188.120000, 1.#INF00
188.130000, 1.#INF00
188.140000, 1.#INF00
188.150000, 1.#INF00
188.160000, 1.#INF00
188.170000, 1.#INF00
188.180000, 1.#INF00
188.190000, 1.#INF00
188.200000, 1.#INF00
188.210000, 1.#INF00
188.220000, 1.#INF00
188.230000, 1.#INF00
188.240000, 1.#INF00
188.250000, 1.#INF00
188.260000, 1.#INF00
188.270000, 1.#INF00
188.280000, 1.#INF00
188.290000, 1.#INF00
188.300000, 1.#INF00
188.310000, 1.#INF00
188.320000, 1.#INF00
188.330000, 1.#INF00
188.340000, 1.#INF00
188.350000, 1.#INF00
188.360000, 1.#INF00
188.370000, 1.#INF00
188.380000, 1.#INF00
188.390000, 1.#INF00
188.400000, 1.#INF00
188.410000, 1.#INF00
188.420000, 1.#INF00
188.430000, 1.#INF00
188.440000, 1.#INF00
188.450000, 1.#INF00
188.460000, 1.#INF00
188.470000, 1.#INF00
188.480000, 1.#INF00
188.490000, 1.#INF00
188.500000, 1.#INF00
188.510000, 1.#INF00
188.520000, 1.#INF00
188.530000, 1.#INF00
188.540000, 1.#INF00
188.550000, 1.#INF00
