X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-1.200000e-03,2.000000e-06
548,7.20e+00,4.00e-01,1.12e+02,
549,8.00e+00,5.00e-01,1.16e+02,
550,7.20e+00,4.80e-01,1.16e+02,
551,7.60e+00,5.80e-01,1.04e+02,
552,7.60e+00,5.60e-01,1.08e+02,
553,6.40e+00,6.80e-01,1.00e+02,
554,7.60e+00,6.40e-01,1.04e+02,
555,6.40e+00,7.60e-01,9.60e+01,
556,6.80e+00,7.40e-01,1.00e+02,
557,6.00e+00,8.60e-01,9.20e+01,
558,6.00e+00,8.40e-01,9.20e+01,
559,6.80e+00,9.20e-01,1.00e+02,
560,6.00e+00,9.00e-01,9.60e+01,
561,6.40e+00,1.02e+00,8.40e+01,
562,6.40e+00,9.80e-01,8.80e+01,
563,5.20e+00,1.10e+00,8.00e+01,
564,6.40e+00,1.08e+00,8.40e+01,
565,5.20e+00,1.16e+00,7.60e+01,
566,5.60e+00,1.14e+00,7.60e+01,
567,4.80e+00,1.20e+00,8.00e+01,
568,5.60e+00,1.18e+00,8.00e+01,
569,4.80e+00,1.26e+00,7.20e+01,
